STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,SHAPE_AREA,SHAPE_LEN
25,025,080801,25025080801,808.01,Census Tract 808.01,G5020,364700.00000000,0.00000000,+42.3346057,-071.0962095,3925348.89000000,90.11360000,3885,946,0175169,148159,0003928,0148159,364678.29968599998,2419.69996548000
25,025,080601,25025080601,806.01,Census Tract 806.01,G5020,560163.00000000,0.00000000,+42.3333666,-071.0880449,6029101.20000000,138.40910000,4271,920,0175165,148155,0003927,0148155,560124.07135600003,5138.40333445000
25,025,081100,25025081100,811,Census Tract 811,G5020,495877.00000000,0.00000000,+42.3283906,-071.1074808,5337204.78000000,122.52540000,4091,1781,0175181,148171,0003931,0148171,495844.54595100001,4718.41308972000
25,025,080900,25025080900,809,Census Tract 809,G5020,256667.00000000,0.00000000,+42.3323459,-071.1016908,2762558.85000000,63.41960000,4008,1776,0175172,148162,0003929,0148162,256651.14021000001,2477.49159604000
25,025,080300,25025080300,803,Census Tract 803,G5020,268832.00000000,0.00000000,+42.3274519,-071.0790504,2893472.78000000,66.42500000,1769,791,0175157,148147,0003924,0148147,268813.48047700000,2617.86168727000
25,025,980300,25025980300,9803,Census Tract 9803,G5020,2075986.00000000,27540.00000000,+42.3006134,-071.0946130,22640579.76000000,519.75620000,338,2,0175652,148642,0004033,0148642,2103387.10405000020,6459.78845804000
25,025,071101,25025071101,711.01,Census Tract 711.01,G5020,362769.00000000,0.00000000,+42.3359561,-071.0727569,3904559.50000000,89.63640000,3753,2185,0175147,148137,0003921,0148137,362746.91158100002,2784.40066171000
25,025,120201,25025120201,1202.01,Census Tract 1202.01,G5020,719468.00000000,0.00000000,+42.3051570,-071.1083675,7743687.53000000,177.77060000,3439,1726,0175444,148434,0003989,0148434,719414.99759100005,3825.11501622000
25,025,080500,25025080500,805,Census Tract 805,G5020,245570.00000000,0.00000000,+42.3356824,-071.0825418,2643088.91000000,60.67700000,3096,1323,0175162,148152,0003926,0148152,245551.98864500000,2420.41955421000
25,025,080401,25025080401,804.01,Census Tract 804.01,G5020,440468.00000000,0.00000000,+42.3321186,-071.0808985,4740788.83000000,108.83350000,2710,1249,0175159,148149,0003925,0148149,440435.43387600000,3869.45038419000
25,017,342400,25017342400,3424,Census Tract 3424,G5020,3935068.00000000,628602.00000000,+42.3989732,-071.0623353,42471950.52000000,975.02180000,6055,2553,0102489,106918,0003438,0106918,3945789.13971999986,14248.20000320000
25,025,000803,25025000803,8.03,Census Tract 8.03,G5020,1158191.00000000,0.00000000,+42.3594775,-071.1212626,12465804.76000000,286.17550000,6584,946,0174906,147896,0003858,0147896,1158115.79010999994,7556.54018749000
25,017,342300,25017342300,3423,Census Tract 3423,G5020,794509.00000000,0.00000000,+42.4121988,-071.0621336,8551488.13000000,196.31520000,6826,2754,0102484,106913,0003437,0106913,794462.41476099996,3703.95731300000
25,017,342600,25017342600,3426,Census Tract 3426,G5020,454290.00000000,0.00000000,+42.4049931,-071.0432922,4889626.50000000,112.25040000,4365,1683,0102499,106928,0003440,0106928,454262.99233300000,2615.91620583000
25,025,070900,25025070900,709,Census Tract 709,G5020,167469.00000000,0.00000000,+42.3384283,-071.0781591,1802491.05000000,41.37950000,3329,1798,0175144,148134,0003920,0148134,167457.56724900001,1728.04488230000
25,017,342500,25017342500,3425,Census Tract 3425,G5020,794642.00000000,0.00000000,+42.4075792,-071.0508526,8552910.03000000,196.34780000,6797,2781,0102495,106924,0003439,0106924,794594.51343499997,4272.73133879000
25,025,010405,25025010405,104.05,Census Tract 104.05,G5020,363702.00000000,0.00000000,+42.3398654,-071.0896052,3914567.54000000,89.86610000,5522,994,0174937,147927,0003866,0147927,363676.70797100000,4459.09590464000
25,025,010404,25025010404,104.04,Census Tract 104.04,G5020,136829.00000000,0.00000000,+42.3419667,-071.0886375,1472713.92000000,33.80890000,5817,1862,0174933,147923,0003865,0147923,136820.14427700001,1608.62890360000
25,025,050901,25025050901,509.01,Census Tract 509.01,G5020,614932.00000000,194139.00000000,+42.3819368,-071.0295001,6618679.35000000,151.94400000,4165,1446,0175047,148037,0003897,0148037,614897.93382000003,6400.57537268000
25,025,010204,25025010204,102.04,Census Tract 102.04,G5020,254706.00000000,0.00000000,+42.3462887,-071.1033879,2741497.18000000,62.93610000,3173,1283,0174922,147912,0003862,0147912,254694.44118200001,2323.08460790000
25,025,160300,25025160300,1603,Census Tract 1603,G5020,567067.00000000,294165.00000000,+42.3880151,-071.0467339,6103465.94000000,140.11630000,2065,1279,0175552,148542,0004011,0148542,567032.82031700003,5803.98924363000
25,025,010802,25025010802,108.02,Census Tract 108.02,G5020,155467.00000000,0.00000000,+42.3515181,-071.0856803,1673329.62000000,38.41440000,3059,2106,0174962,147952,0003873,0147952,155458.04470999999,1970.94744052000
25,025,010801,25025010801,108.01,Census Tract 108.01,G5020,127905.00000000,0.00000000,+42.3541193,-071.0770216,1376667.12000000,31.60390000,2783,1899,0174958,147948,0003872,0147948,127897.07486900000,1879.55217102000
25,025,050101,25025050101,501.01,Census Tract 501.01,G5020,299772.00000000,184516.00000000,+42.3816657,-071.0397908,3226514.74000000,74.07060000,5115,1850,0175023,148013,0003890,0148013,299754.19052000000,3886.04523390000
25,025,010702,25025010702,107.02,Census Tract 107.02,G5020,299981.00000000,0.00000000,+42.3518354,-071.0755159,3228780.12000000,74.12260000,2400,1643,0174954,147944,0003871,0147944,299964.66853000002,2383.19100983000
25,025,160101,25025160101,1601.01,Census Tract 1601.01,G5020,707020.00000000,55916.00000000,+42.3889705,-071.0284298,7609788.09000000,174.69670000,7551,2159,0175542,148532,0004009,0148532,706975.27939000004,3857.61732472000
25,025,060501,25025060501,605.01,Census Tract 605.01,G5020,411742.00000000,0.00000000,+42.3368686,-071.0382133,4431658.04000000,101.73690000,3571,1942,0175082,148072,0003905,0148072,411716.14456799999,3511.02757146000
25,025,180500,25025180500,1805,Census Tract 1805,G5020,782843.00000000,1893415.00000000,+42.3673241,-070.9695072,8425911.61000000,193.43230000,3883,2014,0175645,148635,0004031,0148635,782795.96656400000,8339.17167011000
25,025,170800,25025170800,1708,Census Tract 1708,G5020,843082.00000000,503599.00000000,+42.3958704,-070.9841693,9074299.73000000,208.31730000,5118,2217,0175623,148613,0004026,0148613,843033.42328800005,5077.68718336000
25,025,170100,25025170100,1701,Census Tract 1701,G5020,1462306.00000000,2839.00000000,+42.4107259,-071.0218234,15769722.40000000,362.02300000,7560,3064,0175577,148567,0004017,0148567,1465061.02460999996,5419.02291084000
25,025,120104,25025120104,1201.04,Census Tract 1201.04,G5020,290296.00000000,0.00000000,+42.3056862,-071.1173049,3124502.39000000,71.72870000,2095,1060,0175436,148426,0003987,0148426,290276.93191900000,2648.47622268000
25,025,100400,25025100400,1004,Census Tract 1004,G5020,626173.00000000,0.00000000,+42.2817870,-071.0708447,6739591.92000000,154.71970000,4865,1830,0175338,148328,0003966,0148328,626131.10254300002,3681.91357967000
25,025,100300,25025100300,1003,Census Tract 1003,G5020,491879.00000000,0.00000000,+42.2827979,-071.0797972,5294161.33000000,121.53720000,3303,1262,0175333,148323,0003965,0148323,491845.64708700002,3208.72093217000
25,025,100601,25025100601,1006.01,Census Tract 1006.01,G5020,552585.00000000,0.00000000,+42.2908491,-071.0562794,5947564.59000000,136.53730000,5154,2192,0175349,148339,0003968,0148339,552549.05727200001,3386.05313828000
25,025,100500,25025100500,1005,Census Tract 1005,G5020,858932.00000000,0.00000000,+42.2882344,-071.0707474,9244789.61000000,212.23120000,5989,2383,0175343,148333,0003967,0148333,858872.48412599997,4378.62327206000
25,025,160400,25025160400,1604,Census Tract 1604,G5020,1294086.00000000,3542.00000000,+42.3953160,-071.0424960,13928543.82000000,319.75540000,2716,1028,0175555,148545,0004012,0148545,1294009.22870999994,6041.23932785000
25,025,160200,25025160200,1602,Census Tract 1602,G5020,222152.00000000,0.00000000,+42.3897840,-071.0357615,2391035.62000000,54.89060000,4043,1225,0175548,148538,0004010,0148538,222135.36615300001,2202.81817720000
25,025,000601,25025000601,6.01,Census Tract 6.01,G5020,495044.00000000,0.00000000,+42.3509820,-071.1457225,5328243.45000000,122.31960000,3571,1525,0174877,147867,0003852,0147867,495012.00207799999,4706.60297998000
25,025,040600,25025040600,406,Census Tract 406,G5020,1426899.00000000,420711.00000000,+42.3830719,-071.0699730,15428730.63000000,354.19490000,2444,1334,0175016,148006,0003888,0148006,1433381.73289000010,10615.78307230000
25,025,100800,25025100800,1008,Census Tract 1008,G5020,1765783.00000000,141896.00000000,+42.2771920,-071.0638243,19049295.24000000,437.31160000,5546,2702,0175363,148353,0003971,0148353,1769744.52410000004,7939.53051854000
25,025,000602,25025000602,6.02,Census Tract 6.02,G5020,599777.00000000,0.00000000,+42.3492514,-071.1424570,6455495.77000000,148.19780000,3974,2035,0174882,147872,0003853,0147872,599737.59511600004,3684.02642829000
25,025,120500,25025120500,1205,Census Tract 1205,G5020,213705.00000000,0.00000000,+42.3206587,-071.1042025,2300163.94000000,52.80450000,2331,905,0175459,148449,0003992,0148449,213693.07164899999,2332.14279585000
25,025,120400,25025120400,1204,Census Tract 1204,G5020,998928.00000000,0.00000000,+42.3139015,-071.1116653,10751638.60000000,246.82370000,5751,2825,0175453,148443,0003991,0148443,998863.88788000005,5570.50566220000
25,025,120700,25025120700,1207,Census Tract 1207,G5020,297485.00000000,0.00000000,+42.3242557,-071.1112111,3201881.94000000,73.50510000,2014,1044,0175467,148457,0003994,0148457,297465.75339999999,3083.08159669000
25,025,120600,25025120600,1206,Census Tract 1206,G5020,258212.00000000,0.00000000,+42.3191097,-071.1088407,2779177.05000000,63.80110000,2335,1103,0175463,148453,0003993,0148453,258195.03433400000,1997.35432816000
25,025,981202,25025981202,9812.02,Census Tract 9812.02,G5020,1594870.00000000,933939.00000000,+42.3439164,-071.0243619,17165825.45000000,394.07310000,207,0,0175665,148655,0004038,0148655,1594763.71182000008,15892.41762750000
25,025,040100,25025040100,401,Census Tract 401,G5020,259341.00000000,64873.00000000,+42.3729980,-071.0601499,2791324.87000000,64.08000000,2168,1239,0175001,147991,0003884,0147991,259323.58854699999,2881.03502133000
25,017,354500,25017354500,3545,Census Tract 3545,G5020,396387.00000000,0.00000000,+42.3864493,-071.1194435,4266403.67000000,97.94320000,2236,1291,0102687,107116,0003485,0107116,396363.45413099998,3874.73528213000
25,017,354400,25017354400,3544,Census Tract 3544,G5020,295694.00000000,0.00000000,+42.3833708,-071.1372896,3182622.29000000,73.06300000,1647,802,0102684,107113,0003484,0107113,295676.47071600001,2536.10557696000
25,025,981100,25025981100,9811,Census Tract 9811,G5020,2713614.00000000,19091.00000000,+42.2879942,-071.1034042,29412396.21000000,675.21570000,418,136,0175658,148648,0004036,0148648,2732511.96285999985,9286.74935778000
25,025,120103,25025120103,1201.03,Census Tract 1201.03,G5020,353248.00000000,0.00000000,+42.3117567,-071.1182632,3802045.27000000,87.28290000,1508,696,0175434,148424,0003986,0148424,353222.97486500000,2395.33374379000
25,025,100700,25025100700,1007,Census Tract 1007,G5020,1203877.00000000,173339.00000000,+42.2826719,-071.0479602,13058453.75000000,299.78080000,4322,1975,0175357,148347,0003970,0148347,1213174.89087000000,5738.54652349000
25,025,061101,25025061101,611.01,Census Tract 611.01,G5020,165282.00000000,0.00000000,+42.3262844,-071.0542968,1778928.98000000,40.83860000,2232,1044,0175102,148092,0003910,0148092,165268.57605199999,2094.37946654000
25,025,070800,25025070800,708,Census Tract 708,G5020,194390.00000000,0.00000000,+42.3411487,-071.0809850,2092259.14000000,48.03170000,3706,2156,0175140,148130,0003919,0148130,194378.02029600000,1857.20012626000
25,025,100603,25025100603,1006.03,Census Tract 1006.03,G5020,886469.00000000,343678.00000000,+42.2915512,-071.0413191,9541179.81000000,219.03530000,1904,840,0175354,148344,0003969,0148344,886408.13956899999,7186.09746233000
25,021,417400,25021417400,4174,Census Tract 4174,G5020,1481324.00000000,4609572.00000000,+42.2990050,-071.0060103,16380851.42000000,376.05260000,2566,1114,0141815,123707,0003678,0123707,1521836.99558999995,12098.62602730000
25,025,092101,25025092101,921.01,Census Tract 921.01,G5020,1291966.00000000,64101.00000000,+42.2979499,-071.0541278,13905650.86000000,319.22980000,6451,2454,0175299,148289,0003959,0148289,1291882.40353000001,5868.58342080000
25,021,417300,25021417300,4173,Census Tract 4173,G5020,1720742.00000000,2462658.00000000,+42.2978783,-071.0286653,19324828.25000000,443.63700000,2681,1810,0141812,123704,0003677,0123704,1795342.48109999998,12217.58864310000
25,025,070500,25025070500,705,Census Tract 705,G5020,297278.00000000,0.00000000,+42.3419361,-071.0718235,3199661.22000000,73.45410000,5460,3066,0175129,148119,0003916,0148119,297259.45621999999,2838.12925711000
25,025,070300,25025070300,703,Census Tract 703,G5020,336063.00000000,0.00000000,+42.3484105,-071.0703571,3617102.88000000,83.03730000,3909,2706,0175122,148112,0003914,0148112,336041.21266399999,2834.58236440000
25,021,417501,25021417501,4175.01,Census Tract 4175.01,G5020,888799.00000000,1049873.00000000,+42.2797760,-071.0160241,9566265.03000000,219.61120000,5004,2081,0141819,123711,0003679,0123711,888738.67047999997,5660.04970297000
25,025,070700,25025070700,707,Census Tract 707,G5020,164131.00000000,0.00000000,+42.3458876,-071.0761484,1766562.81000000,40.55470000,2361,1366,0175137,148127,0003918,0148127,164119.70891700001,2195.07388448000
25,025,070600,25025070600,706,Census Tract 706,G5020,132532.00000000,0.00000000,+42.3432584,-071.0753771,1426485.77000000,32.74760000,2240,1309,0175134,148124,0003917,0148124,132525.39262000000,1735.70288625000
25,025,000401,25025000401,4.01,Census Tract 4.01,G5020,431043.00000000,0.00000000,+42.3438495,-071.1492929,4639384.10000000,106.50560000,5672,2965,0174855,147845,0003847,0147845,431014.61482000002,2904.45423514000
25,017,354700,25017354700,3547,Census Tract 3547,G5020,355847.00000000,0.00000000,+42.3895797,-071.1226221,3830049.66000000,87.92580000,2509,1207,0102696,107125,0003487,0107125,355824.69693799998,3247.27516542000
25,025,010403,25025010403,104.03,Census Tract 104.03,G5020,88556.00000000,0.00000000,+42.3450750,-071.0880610,953147.47000000,21.88130000,3003,2076,0174929,147919,0003864,0147919,88550.65108020000,1288.58854798000
25,017,354600,25017354600,3546,Census Tract 3546,G5020,1491719.00000000,6670.00000000,+42.3902981,-071.1404568,16127484.12000000,370.23610000,4538,2192,0102691,107120,0003486,0107120,1498298.27190000005,6510.79542467000
25,025,000100,25025000100,1,Census Tract 1,G5020,1794942.00000000,0.00000000,+42.3614845,-071.1385879,19319283.08000000,443.50970000,4254,1707,0174832,147822,0003842,0147822,1794827.33330999990,8602.40569019000
25,025,120301,25025120301,1203.01,Census Tract 1203.01,G5020,662925.00000000,0.00000000,+42.3126415,-071.1019313,7135172.57000000,163.80100000,4795,1895,0175448,148438,0003990,0148438,662881.86985000002,3971.55363595000
25,017,354800,25017354800,3548,Census Tract 3548,G5020,310502.00000000,0.00000000,+42.3926659,-071.1279417,3342046.89000000,76.72280000,1903,977,0102699,107128,0003488,0107128,310487.53860600002,2572.85382125000
25,025,071201,25025071201,712.01,Census Tract 712.01,G5020,402228.00000000,0.00000000,+42.3398063,-071.0670729,4329260.48000000,99.38610000,3131,1399,0175151,148141,0003922,0148141,402203.05846899998,3389.75094970000
25,025,091400,25025091400,914,Census Tract 914,G5020,325020.00000000,0.00000000,+42.3152689,-071.0698538,3498284.33000000,80.30960000,2741,939,0175270,148260,0003952,0148260,325002.53827600001,2536.92724987000
25,025,091300,25025091300,913,Census Tract 913,G5020,262560.00000000,0.00000000,+42.3199357,-071.0668701,2825980.81000000,64.87560000,2499,868,0175267,148257,0003951,0148257,262543.26405400003,2479.34115205000
25,017,351500,25017351500,3515,Census Tract 3515,G5020,1372232.00000000,15276.00000000,+42.3781375,-071.0860108,14933982.65000000,342.83710000,2310,1172,0102587,107016,0003458,0107016,1387417.93546000007,5577.32425006000
25,025,091001,25025091001,910.01,Census Tract 910.01,G5020,1186620.00000000,449817.00000000,+42.3082694,-071.0516795,12771750.15000000,293.19900000,2742,1315,0175252,148242,0003948,0148242,1186539.17423000000,8951.63879314000
25,017,351300,25017351300,3513,Census Tract 3513,G5020,515813.00000000,0.00000000,+42.3834701,-071.0951296,5551786.49000000,127.45150000,4233,2078,0102572,107001,0003455,0107001,515779.91077299998,2926.06106091000
25,025,091500,25025091500,915,Census Tract 915,G5020,404166.00000000,0.00000000,+42.3114941,-071.0643707,4350093.55000000,99.86440000,4370,1653,0175273,148263,0003953,0148263,404138.54402600002,2766.13751598000
25,025,090700,25025090700,907,Census Tract 907,G5020,1072571.00000000,0.00000000,+42.3241310,-071.0600285,11544136.43000000,265.01690000,4275,1990,0175244,148234,0003946,0148234,1072489.67170999991,4247.58095423000
25,017,353101,25017353101,3531.01,Census Tract 3531.01,G5020,411673.00000000,0.00000000,+42.3623316,-071.0984954,4430917.97000000,101.71990000,2460,1035,0102625,107054,0003470,0107054,411647.42132700002,3349.87563238000
25,025,090600,25025090600,906,Census Tract 906,G5020,301664.00000000,0.00000000,+42.3229604,-071.0722753,3246866.13000000,74.53780000,2348,793,0175241,148231,0003945,0148231,301644.92966199998,2729.20715090000
25,025,091200,25025091200,912,Census Tract 912,G5020,323612.00000000,0.00000000,+42.3163259,-071.0622198,3483077.78000000,79.96050000,3234,1239,0175263,148253,0003950,0148253,323589.80969999998,2716.34924180000
25,025,091100,25025091100,911,Census Tract 911,G5020,423899.00000000,0.00000000,+42.3156410,-071.0555949,4562470.46000000,104.73990000,4861,1966,0175257,148247,0003949,0148247,423869.06394099997,2802.39454282000
25,017,351100,25017351100,3511,Census Tract 3511,G5020,682665.00000000,0.00000000,+42.3875385,-071.1044992,7347653.06000000,168.67890000,5622,2778,0102557,106986,0003452,0106986,682622.05821399996,3995.19074089000
25,025,070101,25025070101,701.01,Census Tract 701.01,G5020,1019135.00000000,89007.00000000,+42.3524416,-071.0575175,10969123.93000000,251.81640000,5902,3383,0175109,148099,0003912,0148099,1019069.03118000005,5204.65115015000
25,025,061200,25025061200,612,Census Tract 612,G5020,1841489.00000000,72450.00000000,+42.3398086,-071.0567242,19820250.56000000,455.01030000,3240,2041,0175105,148095,0003911,0148095,1841368.88907000003,7596.55254741000
25,025,120105,25025120105,1201.05,Census Tract 1201.05,G5020,1837989.00000000,2474.00000000,+42.3087398,-071.1262938,19809165.83000000,454.75590000,2444,953,0175440,148430,0003988,0148430,1840339.05233000009,7670.59126574000
25,025,070200,25025070200,702,Census Tract 702,G5020,268778.00000000,0.00000000,+42.3496539,-071.0639144,2892950.65000000,66.41300000,5218,1690,0175118,148108,0003913,0148108,268764.97836299997,2361.51993734000
25,025,060700,25025060700,607,Census Tract 607,G5020,128228.00000000,0.00000000,+42.3385217,-071.0539041,1380119.54000000,31.68320000,1893,636,0175090,148080,0003907,0148080,128217.82200400000,1456.27238124000
25,027,731900,25027731900,7319,Census Tract 7319,G5020,1089768.00000000,0.00000000,+42.2774512,-071.7916493,11729335.96000000,269.26850000,5227,2255,0190207,171752,0004131,0171752,1089695.34181999997,5186.50903821000
25,025,061000,25025061000,610,Census Tract 610,G5020,173037.00000000,0.00000000,+42.3316206,-071.0499171,1862434.17000000,42.75560000,3098,1408,0175098,148088,0003909,0148088,173026.49225000001,1811.51889533000
25,025,060800,25025060800,608,Census Tract 608,G5020,341227.00000000,0.00000000,+42.3354034,-071.0514926,3672689.59000000,84.31340000,3964,2142,0175093,148083,0003908,0148083,341205.39387799997,2872.93834951000
25,025,020303,25025020303,203.03,Census Tract 203.03,G5020,448840.00000000,78767.00000000,+42.3659600,-071.0634677,4830892.13000000,110.90200000,3400,1847,0174980,147970,0003878,0147970,448806.36502099998,4408.51944904000
25,027,739100,25027739100,7391,Census Tract 7391,G5020,19264346.00000000,1760363.00000000,+42.2590218,-071.7061185,226291285.59999999,5194.93310000,9557,3611,0190337,171884,0004163,0171884,21023232.40300000086,21593.43853070000
25,025,070402,25025070402,704.02,Census Tract 704.02,G5020,267664.00000000,10223.00000000,+42.3451368,-071.0644405,2880915.51000000,66.13670000,1723,680,0175127,148117,0003915,0148117,267646.86739299999,2234.96873511000
25,025,040401,25025040401,404.01,Census Tract 404.01,G5020,429844.00000000,28580.00000000,+42.3741334,-071.0663888,4652086.45000000,106.79720000,2439,1222,0175013,148003,0003887,0148003,432194.69466300000,4427.86784005000
25,025,020101,25025020101,201.01,Census Tract 201.01,G5020,223142.00000000,0.00000000,+42.3577086,-071.0694112,2401692.52000000,55.13530000,4193,2814,0174966,147956,0003874,0147956,223125.43488200000,2327.83050397000
25,025,081001,25025081001,810.01,Census Tract 810.01,G5020,558488.00000000,0.00000000,+42.3345666,-071.1068303,6011081.99000000,137.99550000,4890,2287,0175176,148166,0003930,0148166,558450.01951899996,5072.04107995000
25,025,020302,25025020302,203.02,Census Tract 203.02,G5020,76782.00000000,0.00000000,+42.3593442,-071.0639956,826400.60000000,18.97150000,1181,721,0174978,147968,0003877,0147968,76775.42972370000,1207.16969101000
25,025,020301,25025020301,203.01,Census Tract 203.01,G5020,256258.00000000,328.00000000,+42.3631745,-071.0686463,2761716.23000000,63.40030000,2023,1414,0174975,147965,0003876,0147965,256572.85187000001,3264.57065791000
25,027,731700,25027731700,7317,Census Tract 7317,G5020,1258339.00000000,0.00000000,+42.2638178,-071.8003874,13543621.32000000,310.91880000,2761,1511,0190197,171742,0004129,0171742,1258248.62977000000,5244.71262346000
25,025,090300,25025090300,903,Census Tract 903,G5020,380394.00000000,0.00000000,+42.3109366,-071.0765050,4094225.77000000,93.99050000,3179,1268,0175232,148222,0003943,0148222,380367.53502600000,2769.66755382000
25,025,090200,25025090200,902,Census Tract 902,G5020,273671.00000000,0.00000000,+42.3071378,-071.0790559,2945580.09000000,67.62120000,2233,830,0175228,148218,0003942,0148218,273654.44000700000,2446.82942548000
25,025,090400,25025090400,904,Census Tract 904,G5020,425135.00000000,0.00000000,+42.3171635,-071.0747098,4575787.71000000,105.04560000,3659,1294,0175236,148226,0003944,0148226,425106.28720800002,3095.65815638000
25,017,350300,25017350300,3503,Census Tract 3503,G5020,397563.00000000,0.00000000,+42.3951851,-071.1063266,4279069.41000000,98.23390000,2441,1148,0102518,106947,0003444,0106947,397540.14050099999,3446.32098211000
25,017,350200,25017350200,3502,Census Tract 3502,G5020,683304.00000000,0.00000000,+42.3912376,-071.0965111,7354588.36000000,168.83810000,6567,2763,0102511,106940,0003443,0106940,683266.32862499997,3952.57101035000
25,027,730100,25027730100,7301,Census Tract 7301,G5020,5633432.00000000,9059.00000000,+42.3224582,-071.8069250,60730902.13000000,1394.18970000,5923,2459,0190089,171634,0004106,0171634,5642107.94046999980,12561.78712120000
25,017,353800,25017353800,3538,Census Tract 3538,G5020,306150.00000000,0.00000000,+42.3703899,-071.1097117,3295133.84000000,75.64590000,4702,2947,0102658,107087,0003478,0107087,306129.18160399998,2616.05277052000
25,017,353700,25017353700,3537,Census Tract 3537,G5020,549394.00000000,0.00000000,+42.3745558,-071.1124816,5913238.85000000,135.74930000,5365,1956,0102652,107081,0003477,0107081,549360.06046299997,3794.67639687000
25,017,354000,25017354000,3540,Census Tract 3540,G5020,468640.00000000,0.00000000,+42.3800506,-071.1221399,5044071.50000000,115.79590000,4366,2089,0102667,107096,0003480,0107096,468611.44933099998,3724.53264978000
25,017,353900,25017353900,3539,Census Tract 3539,G5020,323187.00000000,67860.00000000,+42.3687038,-071.1173104,3478552.09000000,79.85660000,7090,1519,0102663,107092,0003479,0107092,323169.34925700002,3064.15883674000
25,017,353400,25017353400,3534,Census Tract 3534,G5020,293004.00000000,41824.00000000,+42.3636223,-071.1121707,3153627.38000000,72.39730000,2848,1298,0102640,107069,0003474,0107069,292982.75376300002,2780.31254707000
25,017,353300,25017353300,3533,Census Tract 3533,G5020,474790.00000000,50244.00000000,+42.3585142,-071.1110542,5110234.11000000,117.31480000,3471,1771,0102636,107065,0003473,0107065,474758.16460999998,3582.98773834000
25,017,353600,25017353600,3536,Census Tract 3536,G5020,725615.00000000,0.00000000,+42.3801387,-071.1151808,7809934.31000000,179.29140000,4551,1568,0102646,107075,0003476,0107075,725569.53513900004,3645.95565877000
25,017,353500,25017353500,3535,Census Tract 3535,G5020,208674.00000000,0.00000000,+42.3664307,-071.1105971,2246003.31000000,51.56110000,2602,1330,0102643,107072,0003475,0107072,208661.35689500000,2108.28086954000
25,017,354100,25017354100,3541,Census Tract 3541,G5020,587466.00000000,51689.00000000,+42.3756704,-071.1252415,6325224.90000000,145.20720000,2907,1717,0102671,107100,0003481,0107100,587634.96628599998,4000.05493927000
25,027,736300,25027736300,7363,Census Tract 7363,G5020,4134805.00000000,145071.00000000,+42.2148635,-071.8346413,46064747.42000000,1057.50110000,2426,1008,0190300,171845,0004154,0171845,4279572.21224999987,12432.40883250000
25,017,351000,25017351000,3510,Census Tract 3510,G5020,668251.00000000,0.00000000,+42.3890820,-071.1127842,7192491.61000000,165.11690000,6450,3115,0102550,106979,0003451,0106979,668207.00146399997,4334.91068253000
25,025,080100,25025080100,801,Census Tract 801,G5020,1026391.00000000,0.00000000,+42.3293317,-071.0705291,11047170.59000000,253.60810000,3350,744,0175154,148144,0003923,0148144,1026319.83837000001,5684.07492828000
25,027,733101,25027733101,7331.01,Census Tract 7331.01,G5020,2904414.00000000,161203.00000000,+42.2338553,-071.8362759,32995502.51000000,757.47250000,2058,860,0190276,171821,0004148,0171821,3065394.74744000006,8565.05148151000
25,025,060301,25025060301,603.01,Census Tract 603.01,G5020,272518.00000000,0.00000000,+42.3334669,-071.0369483,2933185.10000000,67.33670000,3076,1647,0175072,148062,0003903,0148062,272502.88678100001,2726.02995658000
25,017,350500,25017350500,3505,Census Tract 3505,G5020,225393.00000000,0.00000000,+42.4000328,-071.1225857,2425978.22000000,55.69280000,1629,772,0102528,106957,0003446,0106957,225381.65281699999,2493.24623299000
25,017,350400,25017350400,3504,Census Tract 3504,G5020,601354.00000000,0.00000000,+42.3983945,-071.1150704,6472497.41000000,148.58810000,5568,2508,0102522,106951,0003445,0106951,601317.07596599997,3914.27650066000
25,017,350900,25017350900,3509,Census Tract 3509,G5020,423172.00000000,0.00000000,+42.3942960,-071.1203228,4554713.54000000,104.56180000,3314,1648,0102546,106975,0003450,0106975,423148.43186000001,3386.39524889000
25,025,090901,25025090901,909.01,Census Tract 909.01,G5020,1173062.00000000,349466.00000000,+42.3170979,-071.0445333,12625816.75000000,289.84890000,3730,1640,0175249,148239,0003947,0148239,1172981.45380000002,4967.53130268000
25,027,736500,25027736500,7365,Census Tract 7365,G5020,12907649.00000000,628216.00000000,+42.1880678,-071.8285898,145687923.87000000,3344.53450000,4369,2006,0190308,171853,0004156,0171853,13534905.05700000003,18224.40987620000
25,027,737100,25027737100,7371,Census Tract 7371,G5020,25070055.00000000,1107345.00000000,+42.1770653,-071.7910143,281750155.19999999,6468.09360000,5116,2185,0190314,171859,0004157,0171859,26175550.72690000013,32579.13928140000
25,017,353200,25017353200,3532,Census Tract 3532,G5020,514192.00000000,2709.00000000,+42.3584986,-071.1057832,5534358.54000000,127.05140000,4897,1701,0102632,107061,0003472,0107061,514160.79447600001,3475.63715507000
25,025,170701,25025170701,1707.01,Census Tract 1707.01,G5020,507247.00000000,153379.00000000,+42.4022230,-070.9936992,5555782.99000000,127.54320000,2099,1053,0175614,148604,0004024,0148604,516151.16631200002,5914.92723547000
25,025,040801,25025040801,408.01,Census Tract 408.01,G5020,952430.00000000,752502.00000000,+42.3790410,-071.0520372,10251246.56000000,235.33620000,3900,2089,0175019,148009,0003889,0148009,952375.78542199999,12085.22636440000
