GEOID10,POP100_RE,HU100_RE,TAZ
250173351005002,0,0,835
250173351006056,29,16,838
250173351001019,36,20,835
250173351006006,33,12,835
250173351006004,147,57,835
250173351006038,0,0,838
250173351006009,18,10,835
250173351006016,0,0,839
250173351006054,0,0,838
250173351006017,0,0,839
250173351005006,49,17,835
250173351002000,55,22,835
250173351005014,40,15,835
250173351001008,0,0,835
250173351006053,0,0,838
250173351001005,0,0,835
250173351002011,80,39,836
250173351003004,0,0,836
250173351004015,11,8,836
250173351003016,13,7,837
250173353013005,46,26,830
250173351002007,67,30,836
250173351004018,0,0,838
250173353023016,0,0,831
250173351004022,73,23,836
250173351002013,49,22,836
250173351003001,34,22,836
250173351003000,12,5,836
250173351005020,61,34,836
250173353013006,235,120,830
250173351005019,54,29,836
250173351003006,0,0,837
250173351003014,0,0,836
250173351002010,141,59,836
250173351003002,91,45,836
250173351003003,92,54,836
250173351004000,120,54,836
250173351004005,0,0,838
250173351004021,84,51,836
250173351004016,60,38,836
250173351002012,80,47,836
250173351002009,55,20,836
250173351004001,68,37,836
250173353013004,73,41,830
250173351004002,96,47,836
250173351004003,158,75,836
250173351003007,52,32,837
250173353013001,57,33,830
250173351003005,0,0,836
250173353013003,102,61,830
250173353013002,128,77,830
250173351004023,0,0,836
250173351003015,0,0,836
250173351004020,115,68,838
250173352004000,0,0,841
250173351003013,85,39,837
250173351003010,0,0,837
250173351003009,0,0,837
250173351003017,0,0,837
250173352004005,0,0,841
250173352004003,111,72,841
250173351004013,0,0,837
250173352004001,0,0,841
250173352005001,21,16,840
250173352004004,0,0,841
250173353012017,0,0,830
250173352005000,3,2,840
250173351004014,117,90,837
250173352005017,0,0,841
250173351003008,76,68,837
250173351003011,6,2,837
250173351003012,84,47,837
250173352002003,58,23,840
250173351004019,125,62,838
250173352002004,38,14,840
250173352002000,70,27,840
250173352002009,64,26,840
250173352002002,0,0,840
250173352001017,53,26,840
250173352001010,89,29,840
250173351004008,112,51,838
250173352002010,39,11,840
250173352002012,91,37,840
250173351004004,0,0,838
250173351006047,64,23,838
250173351004010,12,6,838
250173351006043,20,12,838
250173351006042,6,2,838
250173351004012,0,0,838
250173351006037,0,0,839
250173351004009,0,0,838
250173352002001,53,19,840
250173352002011,28,11,840
250173352001018,0,0,840
250173352001012,21,9,840
250173352001011,14,4,840
250173351004011,0,0,838
250173352002006,25,9,840
250173351006044,0,0,838
250173352002005,173,72,840
250173352002007,37,9,840
250173351006045,30,15,838
250173352001015,52,20,840
250173352001019,14,8,840
250173351004006,78,45,838
250173351004017,0,0,838
250173352001014,205,73,840
250173352002008,66,27,840
250173352001016,96,45,840
250173351004007,0,0,838
250173351006046,93,34,838
250173344003000,37,14,1274
250173344003015,25,11,1274
250173344004012,0,0,1272
250173351006026,0,0,839
250173351006020,7,2,839
250173351006032,0,0,839
250173344003001,644,283,1273
250173344003014,0,0,1272
250173344003003,57,29,1273
250173351006019,33,14,839
250173351006035,0,0,839
250173351006030,0,0,839
250173351006022,0,0,839
250173351006028,0,0,839
250173351006036,0,2,839
250173351006034,0,0,839
250173351006025,0,0,839
250173351006024,0,0,839
250173351006031,0,0,839
250173344003007,42,11,1274
250173351006029,0,0,839
250173351006023,0,0,839
250173351006021,0,0,839
250173351006033,0,0,839
250173351006018,0,0,839
250173354002009,450,144,827
250173354002024,51,22,827
250173354002016,76,26,827
250173354002008,3,2,827
250173354003013,220,129,827
250173354003003,28,10,827
250173354003009,69,28,827
250173354002018,32,16,827
250173354003008,60,20,827
250173354003004,12,5,827
250173354002017,37,13,827
250173354002015,41,18,827
250173353011020,34,13,828
250173354003011,12,5,827
250173354002013,51,15,827
250173354003012,8,4,827
250173354003017,18,7,827
250173354003016,84,46,827
250173354003000,43,15,828
250173354002023,84,30,827
250173354002010,24,9,827
250173354002007,45,16,827
250173354003023,46,15,827
250173354002014,2,2,827
250173354003007,59,21,827
250173354002019,172,66,827
250173354002020,29,9,827
250173354002021,26,10,827
250173354003002,38,13,827
250173353011021,19,7,828
250173354003001,79,28,827
250173354002006,50,18,827
250173354003010,195,94,827
250173354003021,133,44,827
250173354003015,89,38,827
250173354003018,32,10,827
250173354002012,35,8,827
250173354003020,36,11,827
250173354003005,20,7,827
250173354003006,14,5,827
250173354002011,35,12,827
250173354002022,60,24,827
250173354003014,17,7,827
250173353011015,394,179,829
250173353012003,57,29,830
250173353012020,21,10,830
250173353011000,41,12,832
250173353011014,63,42,830
250173353011003,0,0,832
250173354002005,28,9,829
250173353011007,622,229,830
250173353011008,24,9,830
250173353011004,11,4,832
250173353012014,90,33,830
250173353012004,52,24,830
250173353012019,2,2,830
250173354002002,124,39,829
250173353012018,12,5,830
250173353012015,132,63,830
250173353012002,128,48,830
250173353012012,15,4,830
250173353012013,58,30,830
250173353012005,5,3,832
250173353012009,9,7,831
250173353022023,74,33,832
250173353012021,77,32,830
250173353022022,161,58,832
250173353012016,157,77,830
250173353022021,36,12,832
250173353013000,128,58,830
250173353012006,0,0,830
250173353012010,30,12,832
250173353012008,45,25,831
250173353012011,19,11,832
250173353012000,61,25,832
250173353011010,85,40,830
250173353012007,34,11,831
250173353011009,50,18,830
250173353012001,110,66,832
250173353023011,42,21,831
250173353022024,122,40,832
250173353022026,58,19,832
250173353022025,32,13,832
250173353022020,105,35,832
250092054001036,1,2,794
250092083004042,35,14,805
250092083003004,160,61,805
250092083001028,27,10,807
250092083001006,390,130,807
250092054001031,0,0,794
250092083003008,32,9,805
250092083003006,22,7,805
250092083003013,26,11,805
250092056004010,0,0,785
250092083003001,30,14,805
250092083003016,9,4,805
250092083004006,277,96,805
250092083004002,351,130,805
250092083001007,44,12,807
250092083004008,19,7,805
250092083003000,45,18,805
250092083004026,0,0,806
250092083004041,0,0,806
250092083001009,0,0,807
250092083003014,38,15,805
250092083003012,22,8,805
250092083003005,8,3,805
250092083001029,16,6,807
250092083003002,22,6,805
250092083003007,33,9,805
250092056003014,87,36,784
250092083004005,44,15,805
250092056003008,35,17,784
250092083004004,29,10,805
250092083003003,21,10,805
250092083001030,0,0,807
250092083001032,0,0,807
250092083001021,19,6,807
250092083001016,44,16,807
250092083001018,7,3,807
250092083001014,24,11,807
250092083001008,60,23,807
250092083001019,27,10,807
250092083001031,0,0,807
250092083001001,0,0,807
250092083001000,90,35,807
250092083001020,82,35,807
250092083001026,0,0,807
250092054001037,0,0,794
250092054001030,0,0,794
250092083001017,27,10,807
250092054001024,0,0,794
250092083001027,0,0,807
250092083001004,0,0,807
250092083001005,0,0,807
250092083001010,38,31,807
250092054001028,0,0,794
250092054001021,271,84,794
250092083001013,90,31,807
250092083001003,77,26,807
250092084004023,46,18,810
250092084004020,141,49,810
250092082004032,0,0,808
250092084004014,0,0,809
250092084004012,0,0,809
250092084004013,14,3,809
250092084004019,32,15,810
250092084004001,0,0,809
250092084004027,0,0,810
250092084004004,32,11,810
250092065001000,0,0,780
250092064002015,7,3,780
250092064003001,111,44,780
250092064003003,72,28,780
250092064003006,150,57,780
250092064002014,3,1,780
250092021022031,30,17,1140
250092021022035,51,30,1140
250092064002004,305,106,781
250092064002011,61,27,780
250092064002005,159,50,781
250092064002017,102,50,780
250092064002012,160,73,780
250092064002013,122,42,780
250092021022036,21,14,1140
250092021024003,32,16,1140
250092021022029,38,16,1140
250092021022037,89,31,1140
250092021022032,86,37,1140
250092021022033,23,11,1140
250092064003000,85,39,780
250092064003002,50,18,780
250092064002016,89,40,780
250092064002010,170,74,780
250092064002003,51,17,781
250092051001006,126,47,792
250092051002000,50,20,781
250092051001009,398,158,781
250092064002000,33,13,781
250092064002006,92,37,781
250092051001010,37,15,781
250092064002001,173,68,781
250092051001004,21,8,781
250092021022023,0,0,1140
250092021022028,6,2,1140
250092021022025,6,2,1140
250092051001005,24,9,792
250092051001007,174,136,792
250092051001008,0,0,792
250092021022022,8,2,1140
250092021022027,31,10,1140
250092064002002,80,33,781
250092051001002,301,116,792
250092058001005,100,35,782
250092058001007,77,32,782
250092057004001,64,18,783
250092057004002,63,25,783
250092057004000,252,98,783
250092057003001,114,45,786
250092058001008,106,41,782
250092058001010,77,28,782
250092057003002,234,91,783
250092057002011,41,17,783
250092057003000,123,30,786
250092058001011,63,18,782
250092058001004,52,27,782
250092058001006,215,59,782
250092057004004,88,41,782
250092056001002,303,106,784
250092056001004,266,99,784
250092057002006,54,16,783
250092056003020,0,0,784
250092056002004,466,222,783
250092057002012,45,18,783
250092057002014,66,23,783
250092057002007,37,14,783
250092057002010,20,7,783
250092057002005,81,32,783
250092057002013,53,21,783
250092057002008,25,9,783
250092056003021,0,0,784
250092056001005,177,50,783
250092056003019,0,0,784
250092056001003,493,202,784
250092056001001,17,9,784
250092056003018,16,5,784
250092056004008,48,21,785
250092056001000,2,2,785
250092056004011,52,17,785
250092056004012,28,9,785
250092056003006,33,10,784
250092056003004,46,17,784
250092057002004,139,49,786
250092056003001,40,15,784
250092056003007,14,3,784
250092056004007,47,23,785
250092056004009,59,24,785
250092056004005,17,6,785
250092056003003,34,11,784
250092056004006,22,10,785
250092056003022,126,69,784
250092056003016,123,47,784
250092056003005,67,29,784
250092056003010,52,19,784
250092056003000,50,29,784
250092057002000,36,14,786
250092057001008,23,8,785
250092057001007,82,36,785
250092056003002,52,20,784
250092056003013,14,10,784
250092056003017,27,11,784
250092056004004,121,53,785
250092055001035,0,0,790
250092057001000,63,25,785
250092053004013,67,29,785
250092055001054,0,0,785
250092055001031,0,0,790
250092054001039,0,0,794
250092055001063,78,25,785
250092059001005,147,63,787
250092054001040,0,0,785
250092059002003,28,11,786
250092057001003,90,35,785
250092059001007,57,13,787
250092059001006,0,0,787
250092054001045,10,3,785
250092059001004,52,20,787
250092055001036,0,0,790
250092055001071,0,0,790
250092053004011,318,114,790
250092057001001,72,24,785
250092057001002,201,83,785
250092055001045,82,34,787
250092055001059,123,53,787
250092054001042,0,0,794
250092055001065,54,15,787
250092059001003,53,23,787
250092059001009,82,31,787
250092056004003,57,26,785
250092055001064,37,16,787
250092059001001,55,18,787
250092057001004,143,55,785
250092056004000,60,25,785
250092056004001,33,12,785
250092054001041,0,0,785
250092055001066,76,27,787
250092053004015,37,12,785
250092059001000,73,27,787
250092055001028,0,0,790
250092055001030,116,46,785
250092059001002,128,56,787
250092055001041,0,0,790
250092055001062,49,18,785
250092055001029,0,0,790
250092055001034,0,0,790
250092055001039,0,0,790
250092055001072,0,0,790
250092055001038,0,0,790
250092055001037,0,0,790
250092055001040,0,0,790
250092055001047,0,0,790
250092057001005,43,16,785
250092057001006,51,20,785
250092054001043,0,0,794
250092053004014,108,44,785
250092059002002,192,62,786
250092053004016,190,64,785
250092056004002,36,12,785
250092059003006,325,115,786
250092059003001,313,99,786
250092059003004,123,47,786
250092058001002,0,0,788
250092057002001,48,18,786
250092059003002,74,28,786
250092057002002,149,56,786
250092057002009,29,14,786
250092059003003,38,15,786
250092057002003,114,42,786
250092059002001,318,108,786
250092059003005,78,38,786
250092059003007,183,81,786
250092059003000,211,79,786
250092059002004,285,106,786
250092060002006,32,12,788
250092058001003,1,1,788
250092055001112,0,0,787
250092055001096,0,0,790
250092055001106,0,0,790
250092055001061,0,0,787
250092055001052,0,0,787
250092055001048,0,0,787
250092055002006,19,3,789
250092055001051,39,16,787
250092055001049,127,47,787
250092055001060,0,0,790
250092059001011,64,22,787
250092055001053,46,13,787
250092055001070,143,50,787
250092060001000,58,29,788
250092055001043,82,30,787
250092055001067,248,77,787
250092059001008,565,172,787
250092055001044,13,5,787
250092055001069,150,58,787
250092059002007,162,55,787
250092059002000,85,26,787
250092055001042,239,94,787
250092055001108,0,0,790
250092055001095,6,5,790
250092055001068,159,51,787
250092055001058,0,0,787
250092055001050,0,0,790
250092055001105,0,0,790
250092055001055,0,0,787
250092055001046,0,0,790
250092055001057,0,0,787
250092055001109,0,0,790
250092059002006,114,47,787
250092060001001,52,17,788
250092059002005,78,28,787
250092058001000,33,7,788
250092060002005,9,4,788
250092058001001,0,0,788
250092058001009,0,0,788
250092055001014,0,0,790
250092055001093,0,0,790
250092055001094,0,0,790
250092052005011,1,1,789
250092052004003,131,51,791
250092052004002,90,44,791
250092052004006,14,8,791
250092055001013,0,0,790
250092052005008,4,2,789
250092052005009,114,55,791
250092052005010,70,41,789
250092052004005,11,4,791
250092055001009,0,0,790
250092052002008,107,40,791
250092055001092,0,0,790
250092055001008,0,0,790
250092052004004,18,5,791
250092055001012,0,0,790
250092055001081,0,0,790
250092055001020,0,0,790
250092055001082,0,0,790
250092055001102,0,0,790
250092052001011,42,30,793
250092052001012,0,0,793
250092053003014,0,0,793
250092053004005,0,0,790
250092055001103,0,0,790
250092055001084,0,0,790
250092055001027,0,0,790
250092055001002,0,0,790
250092055001073,0,0,790
250092055001074,0,0,790
250092055001005,0,0,790
250092053002008,99,42,793
250092052001013,0,0,793
250092053002011,178,64,793
250092053002003,177,67,793
250092052005006,86,23,790
250092053003008,257,110,795
250092053002006,87,35,793
250092052005001,146,71,790
250092055001083,0,0,790
250092055001011,0,0,790
250092055001001,0,0,790
250092055001024,0,0,790
250092053001026,160,58,793
250092052001006,184,126,793
250092053002004,93,31,793
250092053001016,0,0,793
250092053004004,0,0,790
250092055001017,0,0,790
250092054001035,0,0,794
250092055001099,0,0,790
250092053004003,0,0,790
250092055001087,0,0,790
250092055001023,0,0,790
250092055001086,0,0,790
250092053004001,54,21,790
250092053003015,16,9,795
250092055001010,0,0,790
250092055001089,0,0,790
250092055001021,0,0,790
250092055001019,0,0,790
250092055001007,0,0,790
250092054003018,78,29,794
250092052005000,149,80,790
250092052005007,50,19,790
250092052005004,102,33,790
250092053004007,82,30,790
250092054003014,25,12,794
250092053004008,62,24,790
250092052005012,16,5,790
250092052001002,305,162,793
250092053002000,73,25,793
250092052001010,17,8,793
250092052005005,49,20,790
250092055001015,0,0,790
250092055001056,0,0,790
250092055001110,0,0,790
250092055001107,0,0,790
250092055001075,0,0,790
250092055001100,0,0,790
250092055001032,0,0,790
250092055001079,0,0,790
250092055001022,0,0,790
250092055001101,0,0,790
250092052005003,44,22,790
250092055001091,0,0,790
250092055001077,0,0,790
250092053004000,0,0,790
250092053002009,26,13,793
250092055001098,0,0,790
250092055001006,0,0,790
250092055001085,0,0,790
250092055001033,0,0,790
250092055001016,0,0,790
250092053004002,0,0,790
250092055001097,0,0,790
250092055001026,0,0,790
250092055001076,0,0,790
250092055001080,0,0,790
250092055001088,0,0,790
250092055001078,0,0,790
250092055001104,0,0,790
250092053004012,0,0,790
250092055001004,0,0,790
250092053004006,0,0,790
250092055001025,0,0,790
250092055001018,0,0,790
250092055001090,0,0,790
250092055001000,0,0,790
250092055001003,0,0,790
250092053002005,42,15,793
250092053002007,52,23,793
250092053002002,34,19,793
250092053002001,39,15,793
250092052005002,23,13,790
250092053002010,9,3,793
250092053002012,0,0,793
250092053004010,51,19,790
250092053004009,100,38,790
250092052002009,39,19,791
250092052002006,0,0,791
250092052002007,104,35,791
250092051004000,253,89,792
250092051004003,410,137,792
250092051004004,0,0,792
250092051004009,92,36,792
250092051004011,46,19,792
250092051005000,26,11,792
250092051001001,17,7,792
250092051003000,40,17,792
250092051005006,34,15,792
250092051004016,40,16,792
250092052001009,80,24,793
250092051004001,19,7,792
250092051005010,0,0,792
250092051004008,28,13,792
250092051004007,63,22,792
250092051004012,60,24,792
250092051005007,67,42,792
250092051003003,0,0,792
250092051004015,28,8,792
250092051005011,50,18,792
250092051003002,45,17,792
250092051005009,54,23,792
250092051003001,66,22,792
250092051005003,27,10,792
250092051005002,36,17,792
250092051004010,0,0,792
250092051001003,0,0,792
250092051004005,0,0,792
250092051005005,60,24,792
250092051005004,118,35,792
250092051005008,52,28,792
250092051001000,48,18,792
250092051004017,80,29,792
250092051005001,83,31,792
250092047013024,0,0,1151
250092051004014,262,92,792
250092051004002,25,12,792
250092051004006,72,30,792
250092051004013,49,22,792
250092047011012,0,0,1152
250092053001013,0,0,795
250092053003004,96,39,795
250092052001004,0,0,793
250092053001029,164,60,793
250092053001022,0,0,793
250092053001023,0,0,793
250092053001010,0,0,795
250092106004010,113,47,1205
250092053001025,354,120,793
250092053001000,149,59,793
250092052001008,31,10,793
250092052001003,24,9,793
250092053001014,0,0,793
250092053001027,0,0,793
250092053001028,0,0,793
250092053001018,0,0,795
250092106004012,39,13,1205
250092053001012,0,0,793
250092053001008,0,0,795
250092053001017,0,0,793
250092053003002,71,27,795
250092053001002,75,29,795
250092052001005,70,23,793
250092053003003,53,24,795
250092052001007,53,18,793
250092053001009,169,69,795
250092053001021,0,0,793
250092053001015,0,0,795
250092053001011,0,0,793
250092053001001,2,1,793
250092053001024,23,10,793
250092053001004,0,0,793
250092053001003,0,0,795
250092053001020,165,70,795
250092054001033,0,0,794
250092054001029,0,0,794
250092054002022,22,11,795
250092053003013,43,17,795
250092053003010,53,18,795
250092054003013,27,10,794
250092054003005,57,21,794
250092054001025,108,32,794
250092054003007,37,14,794
250092054002014,112,42,795
250092054002004,54,17,794
250092054001018,156,54,794
250092054001023,21,8,794
250092091005031,0,0,1197
250092105003000,862,327,1205
250092054001026,0,0,794
250092054001032,0,0,794
250092054002023,46,17,795
250092054003010,119,45,794
250092053003011,77,38,795
250092054003004,12,4,794
250092054002000,272,102,795
250092054002018,102,41,794
250092054002005,26,10,794
250092054002016,26,11,794
250092054003000,63,21,794
250092054001013,30,12,794
250092054001034,32,11,794
250092053003009,27,11,795
250092054001002,32,14,795
250092054001044,57,26,795
250092054002013,57,20,795
250092054002010,0,0,795
250092054002021,279,106,795
250092053003006,44,19,795
250092053003007,34,13,795
250092054002020,6,3,795
250092054003012,102,35,794
250092054003002,49,18,794
250092054003017,0,0,794
250092054002007,48,23,794
250092054002008,61,20,794
250092054001017,43,14,794
250092054001027,0,0,794
250092054002019,92,37,794
250092054003003,26,9,794
250092053003000,31,12,795
250092054003009,93,34,794
250092054003015,13,5,794
250092053003005,65,29,795
250092054001022,175,58,794
250092054001020,0,0,795
250092054002009,176,80,795
250092054002011,20,8,795
250092054001000,98,43,795
250092054001016,94,35,794
250092054002012,1,1,795
250092054001012,349,226,794
250092054001015,24,8,795
250092054001014,87,35,794
250092054002015,32,13,794
250092054003016,0,0,794
250092054001008,13,5,794
250092091005038,3,1,1199
250092091005033,561,281,1197
250092091005034,0,0,1199
250092091005036,0,0,1199
250092054002017,13,7,794
250092054001019,34,14,794
250092054002003,5,1,795
250092054003006,291,97,794
250092053003001,28,10,795
250092054003001,394,129,794
250092054001001,33,13,795
250092054002006,20,7,794
250092054003008,40,14,794
250092054002002,0,0,795
250092054003011,90,39,794
250092053003012,31,10,795
250092054002001,114,43,795
250092105004001,965,437,1206
250092105003014,53,19,1206
250092105003006,26,12,1206
250092091002029,0,0,1199
250092105003007,54,21,1205
250092105003001,0,0,1206
250092053001019,25,10,795
250092054001004,51,21,795
250092105003005,37,11,1206
250092054001011,53,23,795
250092054001005,12,5,795
250092053001006,265,92,795
250092105003009,59,22,1205
250092105004007,23,6,1207
250092054001003,52,16,795
250092091005037,19,9,1199
250092091002025,19,6,1199
250092091002035,2,1,1199
250092105004010,28,7,1206
250092105003003,42,18,1205
250092105003008,66,23,1205
250092053001005,11,6,795
250092054001006,6,2,795
250092105002012,18,5,1207
250092091002036,0,0,1199
250092054001007,0,0,795
250092054001009,21,7,795
250092054001010,85,31,795
250092053001007,24,7,795
250092081014001,232,86,796
250092081014022,0,0,796
250092081021028,0,0,796
250092081014025,35,19,796
250092081024002,26,11,796
250092081021013,64,27,796
250092081021031,0,0,796
250092081024011,6,2,796
250092081022015,9,6,797
250092081024012,0,0,796
250092081024025,7,3,797
250092081024024,41,14,797
250092081024007,34,17,796
250092081014024,61,29,796
250092081024000,175,41,796
250092081021032,0,0,796
250092081014023,0,0,796
250092081023000,0,0,797
250092081024003,29,12,796
250092081024016,16,7,796
250092081024015,0,0,797
250092081024010,0,0,796
250092081014021,79,34,796
250092081014020,47,24,796
250092081024017,64,30,796
250092081024009,47,16,797
250092081024014,0,0,797
250092081021029,0,0,796
250092081024004,32,16,796
250092081024005,64,24,796
250092081021024,0,0,796
250092081021030,0,0,796
250092081024008,10,4,797
250092081021027,0,0,796
250092081014017,57,24,796
250092081024001,25,11,796
250092081024026,7,3,797
250092081014000,91,29,796
250092081024006,203,89,796
250092081014019,55,22,796
250092081014018,60,24,796
250173335013006,14,6,865
250173335013009,0,0,865
250173335013033,64,24,863
250173335013015,247,88,875
250173335013003,0,0,865
250173336003090,0,0,870
250173336003092,0,0,865
250173335013005,10,5,865
250173336003091,11,4,865
250173336003072,0,0,870
250173335013008,0,0,865
250173335013014,0,0,865
250173335013037,0,0,863
250173336003070,0,0,866
250173335013004,0,0,865
250173336003076,12,3,871
250173335013012,0,0,865
250173335013007,9,6,865
250173335013010,0,0,875
250173335013034,28,10,865
250173336003095,11,3,871
250173336003025,0,0,866
250173336003049,0,0,866
250173336003055,0,0,866
250173336003054,0,0,866
250173336003059,0,0,866
250173336003053,0,0,866
250173336003071,0,0,866
250173336003050,15,6,866
250173336003060,0,0,866
250173336003051,13,5,866
250173336003021,0,0,866
250173336003057,0,0,866
250173336003026,0,0,866
250173336003061,0,0,866
250173336003014,0,0,868
250173336003022,0,0,867
250173336003052,0,0,866
250173336003056,0,0,866
250173336003023,0,0,868
250173341003019,0,0,1267
250173336003046,0,0,867
250173341002023,9,3,1267
250173336003020,42,17,868
250173336003042,14,6,867
250173336003043,86,33,867
250173336003040,0,0,869
250173341003026,152,52,1267
250173336003048,0,0,867
250173341003024,0,0,1267
250173341003025,1,1,1267
250173341003029,93,30,1267
250173341003036,43,15,1267
250173341003035,40,14,1267
250173341003027,61,26,1267
250173341003028,39,12,1267
250173341003016,30,12,1267
250173341003023,0,0,1267
250173341003037,38,11,1267
250173341003014,17,6,1267
250173336003044,46,20,867
250173336003045,0,0,867
250173336003068,0,0,867
250173341003013,141,55,1267
250173341003020,74,21,1267
250173341002028,71,24,1267
250173341003015,27,9,1267
250173336003047,10,4,867
250173341003018,250,84,1267
250173341003017,315,179,1267
250173336003069,0,0,867
250173336003039,0,0,868
250173336003018,0,0,869
250173336003016,0,0,868
250173336003024,0,0,868
250173336003028,0,0,868
250173336003011,0,0,869
250173336003074,0,0,870
250173336003058,0,0,868
250173336003015,0,0,868
250173336003017,0,0,868
250173336003037,0,0,868
250173336003010,0,0,869
250173336003009,0,0,869
250173336003030,0,0,868
250173336003032,0,0,868
250173336003036,0,0,868
250173336003029,0,0,868
250173336003038,0,0,868
250173336003034,0,0,868
250173336003027,0,0,868
250173336003062,0,0,870
250173336003019,0,0,868
250173336003005,0,0,869
250173336003035,0,0,868
250173336003033,0,0,868
250173336003097,0,0,869
250173336003001,0,0,869
250173341003000,438,226,1267
250173336005012,0,0,870
250173341003006,27,13,1267
250173336005019,0,0,870
250173336003002,0,0,869
250173336003013,0,0,869
250173311022043,0,0,1285
250173336003007,0,0,869
250173336005018,0,0,870
250173336003041,0,0,869
250173336003031,0,0,869
250173336003004,0,0,869
250173336003063,0,0,870
250173336003000,14,7,869
250173336003003,0,0,869
250173341003002,196,84,1267
250173336003012,0,0,869
250173336003006,2,1,869
250173336003008,0,0,869
250173336003064,0,0,870
250173336003065,0,0,870
250173336002012,49,22,871
250173336003078,13,4,870
250173336003075,0,0,870
250173336003073,0,0,870
250173336003082,62,24,871
250173336002003,30,10,871
250173336003085,21,9,871
250173336002011,20,8,871
250173336002004,39,15,871
250173336003081,37,10,871
250173336003086,108,39,871
250173336002010,95,34,871
250173336003077,14,7,870
250173336003079,8,6,870
250173336005000,371,131,871
250173336005011,58,20,871
250173336003096,0,0,870
250173336002005,90,35,871
250173336003066,0,0,870
250173336002009,29,11,871
250173336003067,0,0,870
250173336002001,0,0,871
250173336005021,113,45,871
250173336005007,12,6,871
250173336005013,15,6,871
250173336002019,0,0,871
250173336005008,0,1,871
250173336005022,2,1,871
250173336003080,0,0,870
250173336002000,211,88,870
250173336003084,17,8,871
250173336003083,13,4,871
250173336003087,12,6,871
250173336002014,0,0,873
250173336002022,0,0,873
250173336002015,0,0,873
250173336005003,20,8,871
250173336001012,0,0,873
250173336005015,82,30,872
250173336005004,15,7,871
250173336002008,45,15,871
250173335013019,63,20,874
250173336005014,82,30,872
250173336005023,1,1,871
250173336002007,108,42,871
250173336003088,0,0,871
250173336003089,0,0,871
250173336005010,24,10,871
250173336002020,0,0,871
250173336002018,17,4,871
250173336004011,7,4,872
250173336005009,6,2,871
250173336002017,42,16,873
250173336002013,0,0,873
250173336002002,36,14,871
250173336005005,10,4,871
250173336005001,27,8,871
250173336002006,50,22,871
250173336002021,0,0,873
250173335013018,15,5,874
250173336002016,0,0,873
250173335013020,22,7,874
250173336005020,15,7,871
250173336003093,17,5,874
250173336003094,17,5,874
250173336006000,93,30,872
250173322001026,22,9,1383
250173336005016,25,11,872
250173336006006,26,16,872
250173336004004,33,14,872
250173336005006,12,3,872
250173313003022,6,3,1287
250173336006015,21,10,872
250173336006019,0,0,872
250173336006011,7,4,872
250173336006002,35,16,872
250173336006017,139,59,872
250173336004013,0,0,872
250173336006009,198,79,872
250173336004006,265,95,872
250173336005017,95,50,872
250173336006004,42,20,872
250173336001003,81,38,872
250173336001000,49,27,872
250173336004007,117,50,872
250173336004002,7,2,872
250173336005002,0,0,872
250173336006016,22,11,872
250173336006021,117,38,872
250173336004003,18,6,872
250173336004014,13,5,872
250173336001001,46,16,872
250173336001002,46,21,872
250173336004005,27,9,872
250173336004015,7,3,872
250173336004012,44,26,872
250173336004000,236,83,872
250173336006010,60,23,872
250173336004010,41,20,872
250173336001005,507,256,873
250173336006008,124,55,872
250173336006001,18,6,872
250173336006013,27,21,872
250173336006014,44,22,872
250173336004001,51,21,872
250173336006003,27,11,872
250173336006018,26,10,872
250173336006020,42,16,873
250173313003020,1,1,1287
250173336004008,104,53,872
250173336006012,186,68,872
250173336004009,40,20,872
250173336006007,75,49,872
250173336006005,15,7,872
250173336001010,17,8,873
250173336001009,27,11,873
250173335011003,0,0,874
250173336001006,895,438,873
250173335011001,0,0,874
250173336002023,0,0,873
250173335012000,0,0,874
250173336002024,0,0,873
250173322001025,0,0,1383
250173322001019,0,0,1383
250173336001011,8,4,873
250173335011002,0,0,874
250173336001007,0,0,873
250173336001008,0,0,873
250173336001014,131,66,873
250173336001013,0,0,873
250173336001004,169,59,873
250173335013040,339,170,874
250173335012011,65,24,877
250173335012003,33,12,874
250173335011012,121,58,874
250173335012025,15,7,877
250173335012013,27,12,877
250173335012001,297,116,874
250173335012005,45,14,874
250173335012019,25,9,877
250173335011010,53,16,874
250173335011006,26,12,874
250173335013017,37,15,874
250173335012012,0,0,874
250173335022002,19,9,878
250173335013025,0,0,874
250173335022029,0,0,878
250173335022009,0,0,878
250173335022010,0,0,878
250173335022013,0,0,878
250173335022022,0,0,878
250173335013024,102,31,874
250173335022034,0,0,878
250173335022026,0,0,878
250173335013029,194,76,874
250173335013027,197,73,874
250173335013031,69,25,874
250173335013026,59,24,874
250173335022030,0,0,878
250173335022008,0,0,878
250173335022000,0,0,878
250173335022032,0,0,878
250173335022001,0,0,878
250173335011007,36,15,874
250173335012006,31,13,874
250173335012020,196,63,877
250173335011011,32,11,874
250173335012016,62,22,877
250173335022005,162,73,878
250173335022004,0,0,878
250173335012008,7,2,877
250173335012017,577,341,878
250173335013011,0,0,876
250173335012014,37,16,877
250173335022031,0,0,878
250173335022027,0,0,878
250173335022052,0,0,878
250173335012015,122,45,877
250173335012007,51,16,874
250173335022048,0,0,878
250173335022051,0,0,878
250173335022021,0,0,878
250173335013013,0,0,876
250173335022028,0,0,878
250173335011008,1,1,874
250173335011004,19,7,874
250173335013016,37,13,874
250173335012010,35,14,877
250173335013022,457,171,874
250173335013028,27,10,874
250173335012009,163,58,877
